mirna	cc1	cc2	cc3	cc4	cc5	cc6	cc7	ct1	ct2	ct3	ct4	ct5	ct6	ct7	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pt1	pt2	pt3	pt4	pt5	pt6	pt7
hsa-miR-3127-5p	10.0	2.0	3.0	15.0	7.0	4.0	10.0	9.0	2.0	2.0	5.0	9.0	6.0	7.0	26.0	5.0	9.0	11.0	14.0	8.0	16.0	4.0	12.0	19.0	10.0	3.0	10.0	12.0
hsa-miR-3128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-3129-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3130-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3130-5p	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
hsa-miR-3133	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	7.0	0.0	0.0	0.0	0.0	2.0	2.0	5.0
hsa-miR-3134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-3135a	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3136-5p	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3139	9.0	19.0	4.0	5.0	16.0	8.0	0.0	0.0	2.0	0.0	0.0	2.0	8.0	3.0	3.0	24.0	3.0	19.0	24.0	0.0	5.0	2.0	9.0	24.0	5.0	4.0	6.0	6.0
hsa-miR-3140-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3144-3p	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3145-3p	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	3.0	0.0	2.0	4.0
hsa-miR-3145-5p	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	2.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0
hsa-miR-3149	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	5.0	5.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	3.0
hsa-miR-3150a-5p	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3151-3p	0.0	2.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
hsa-miR-3151-5p	0.0	0.0	5.0	2.0	2.0	0.0	0.0	0.0	3.0	5.0	0.0	3.0	3.0	0.0	15.0	2.0	5.0	0.0	6.0	4.0	2.0	0.0	0.0	5.0	4.0	0.0	0.0	5.0
hsa-miR-3152-5p	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0
hsa-miR-3157-3p	5.0	10.0	0.0	4.0	6.0	2.0	5.0	2.0	6.0	4.0	2.0	4.0	7.0	2.0	4.0	3.0	10.0	7.0	4.0	3.0	11.0	3.0	6.0	12.0	12.0	3.0	0.0	3.0
hsa-miR-3157-5p	5.0	5.0	2.0	8.0	8.0	2.0	2.0	0.0	2.0	3.0	0.0	2.0	5.0	3.0	5.0	9.0	4.0	12.0	5.0	2.0	7.0	4.0	0.0	9.0	4.0	0.0	2.0	3.0
hsa-miR-3158-3p	25.0	6.0	13.0	18.0	2.0	11.0	20.0	10.0	29.0	12.0	8.0	10.0	18.0	10.0	37.0	3.0	23.0	36.0	9.0	6.0	6.0	5.0	19.0	28.0	35.0	9.0	24.0	19.0
hsa-miR-3159	2.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-3160-3p	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	6.0	0.0	2.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0
hsa-miR-3162-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3163	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0
hsa-miR-3164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3167	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	2.0	3.0	3.0	7.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
hsa-miR-3168	46.0	4.0	2.0	2.0	3.0	4.0	4.0	496.0	5.0	4.0	2.0	5.0	9.0	18.0	9.0	2.0	9.0	8.0	6.0	2.0	14.0	3.0	0.0	2.0	4.0	0.0	8.0	3.0
hsa-miR-3169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
hsa-miR-3173-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
hsa-miR-3173-5p	5.0	11.0	0.0	7.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	9.0	11.0	2.0	8.0	20.0	2.0	4.0	0.0	0.0	16.0	3.0	0.0	2.0	0.0
hsa-miR-3174	0.0	0.0	2.0	0.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0	2.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	6.0
hsa-miR-3176	14.0	9.0	8.0	16.0	15.0	7.0	11.0	2.0	20.0	2.0	5.0	7.0	9.0	5.0	11.0	5.0	17.0	18.0	5.0	2.0	9.0	8.0	5.0	11.0	16.0	0.0	8.0	9.0
hsa-miR-3177-3p	13.0	3.0	11.0	11.0	6.0	6.0	8.0	0.0	19.0	14.0	8.0	15.0	12.0	7.0	15.0	11.0	14.0	17.0	2.0	4.0	15.0	8.0	2.0	6.0	17.0	4.0	15.0	29.0
hsa-miR-3177-5p	2.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0
hsa-miR-3180	35.0	5.0	15.0	12.0	0.0	7.0	19.0	18.0	24.0	6.0	17.0	12.0	16.0	2.0	26.0	4.0	14.0	18.0	6.0	10.0	15.0	2.0	5.0	13.0	38.0	9.0	13.0	39.0
hsa-miR-3180-3p	35.0	5.0	15.0	12.0	0.0	7.0	19.0	18.0	24.0	6.0	17.0	12.0	16.0	2.0	26.0	4.0	14.0	18.0	6.0	10.0	15.0	2.0	5.0	13.0	38.0	9.0	13.0	39.0
hsa-miR-3180-5p	13.0	2.0	3.0	8.0	8.0	5.0	4.0	0.0	24.0	5.0	11.0	13.0	3.0	0.0	11.0	0.0	4.0	7.0	3.0	2.0	8.0	0.0	2.0	3.0	12.0	7.0	5.0	22.0
hsa-miR-3181	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3182	2.0	21.0	21.0	7.0	3.0	56.0	106.0	0.0	0.0	2.0	5.0	11.0	14.0	16.0	6.0	11.0	46.0	11.0	9.0	52.0	72.0	0.0	3.0	0.0	0.0	75.0	21.0	6.0
hsa-miR-3183	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hsa-miR-3187-3p	0.0	3.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
hsa-miR-3188	9.0	16.0	3.0	9.0	7.0	2.0	0.0	0.0	2.0	0.0	2.0	4.0	0.0	0.0	13.0	17.0	4.0	5.0	5.0	2.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	2.0
hsa-miR-3190-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3192-5p	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3194-3p	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	3.0
hsa-miR-3194-5p	9.0	7.0	0.0	3.0	4.0	2.0	3.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	3.0	2.0	5.0	5.0	3.0	2.0	0.0	0.0	6.0	3.0	2.0	0.0	0.0	2.0
hsa-miR-3196	0.0	8.0	0.0	13.0	11.0	14.0	13.0	10.0	14.0	230.0	8.0	53.0	2.0	4.0	0.0	4.0	0.0	7.0	2.0	12.0	18.0	35.0	6.0	0.0	0.0	5.0	7.0	0.0
hsa-miR-3199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-32-3p	37.0	25.0	27.0	17.0	29.0	8.0	27.0	14.0	20.0	16.0	13.0	15.0	13.0	14.0	59.0	42.0	31.0	32.0	71.0	16.0	35.0	8.0	32.0	68.0	44.0	24.0	21.0	42.0
hsa-miR-32-5p	343.0	803.0	282.0	287.0	815.0	272.0	440.0	115.0	286.0	182.0	379.0	450.0	323.0	352.0	639.0	793.0	443.0	397.0	1214.0	358.0	529.0	218.0	537.0	864.0	432.0	272.0	187.0	503.0
hsa-miR-3200-3p	1763.0	997.0	791.0	1876.0	959.0	817.0	1828.0	208.0	1721.0	753.0	1406.0	1302.0	982.0	782.0	2156.0	642.0	1077.0	1560.0	923.0	606.0	1155.0	806.0	351.0	1180.0	1196.0	630.0	890.0	1226.0
hsa-miR-3200-5p	44.0	32.0	21.0	31.0	21.0	14.0	19.0	9.0	15.0	18.0	20.0	13.0	27.0	14.0	77.0	30.0	43.0	52.0	36.0	18.0	53.0	11.0	9.0	47.0	33.0	11.0	31.0	45.0
hsa-miR-3202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0
hsa-miR-320a	6327.0	5910.0	5002.0	9264.0	7514.0	3527.0	5715.0	7791.0	5147.0	2339.0	4354.0	4267.0	8127.0	5217.0	8409.0	5532.0	7945.0	9971.0	8791.0	3628.0	4784.0	2369.0	5688.0	8090.0	6517.0	2841.0	4317.0	6951.0
hsa-miR-320b	802.0	1447.0	668.0	1601.0	1401.0	620.0	1218.0	1338.0	757.0	408.0	801.0	944.0	1822.0	1117.0	1096.0	1350.0	1023.0	1440.0	1541.0	651.0	871.0	592.0	942.0	1317.0	800.0	534.0	744.0	769.0
hsa-miR-320c	229.0	884.0	152.0	305.0	504.0	145.0	361.0	366.0	277.0	200.0	250.0	423.0	922.0	407.0	305.0	911.0	234.0	373.0	695.0	184.0	321.0	303.0	406.0	563.0	287.0	221.0	296.0	222.0
hsa-miR-320d	45.0	446.0	23.0	67.0	135.0	32.0	124.0	38.0	93.0	78.0	88.0	175.0	401.0	103.0	68.0	423.0	29.0	65.0	189.0	35.0	99.0	89.0	119.0	153.0	85.0	47.0	65.0	57.0
hsa-miR-320e	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-323a-3p	7210.0	1029.0	3795.0	7482.0	2495.0	2355.0	5239.0	1599.0	6028.0	3462.0	4863.0	5151.0	2749.0	2935.0	11290.0	1439.0	6481.0	8255.0	2920.0	2589.0	4795.0	3896.0	1787.0	3848.0	5945.0	1950.0	4718.0	6309.0
hsa-miR-323a-5p	123.0	7.0	49.0	55.0	27.0	29.0	56.0	23.0	98.0	53.0	49.0	51.0	26.0	38.0	155.0	4.0	79.0	44.0	26.0	26.0	26.0	24.0	13.0	42.0	72.0	18.0	55.0	107.0
hsa-miR-323b-3p	1767.0	193.0	1640.0	1153.0	850.0	430.0	1075.0	890.0	2606.0	1141.0	802.0	1832.0	1118.0	1100.0	2509.0	261.0	2659.0	1496.0	1096.0	519.0	1025.0	1356.0	960.0	663.0	2249.0	912.0	2084.0	1275.0
hsa-miR-323b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-324-3p	400.0	379.0	368.0	986.0	560.0	447.0	875.0	58.0	441.0	256.0	720.0	490.0	560.0	544.0	472.0	270.0	508.0	818.0	453.0	387.0	556.0	268.0	273.0	377.0	446.0	300.0	412.0	439.0
hsa-miR-324-5p	723.0	397.0	494.0	1085.0	751.0	551.0	960.0	107.0	595.0	540.0	1104.0	955.0	596.0	716.0	991.0	376.0	866.0	1115.0	723.0	503.0	773.0	492.0	332.0	641.0	779.0	344.0	805.0	1085.0
hsa-miR-326	864.0	573.0	789.0	1567.0	1024.0	678.0	1333.0	45.0	1142.0	600.0	1440.0	1327.0	953.0	782.0	1201.0	479.0	1191.0	1576.0	975.0	695.0	1048.0	1027.0	463.0	1127.0	1021.0	510.0	1077.0	1382.0
hsa-miR-328-3p	4633.0	2080.0	2637.0	4048.0	2647.0	1898.0	3120.0	1127.0	4200.0	2226.0	3618.0	3375.0	2918.0	2651.0	5318.0	1478.0	3703.0	3640.0	2525.0	1561.0	2348.0	1233.0	1430.0	2750.0	3289.0	1057.0	2420.0	3252.0
hsa-miR-328-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
hsa-miR-329-3p	1497.0	201.0	878.0	1390.0	462.0	714.0	1300.0	209.0	907.0	567.0	892.0	1034.0	794.0	635.0	2513.0	339.0	1663.0	2217.0	870.0	975.0	1811.0	761.0	360.0	782.0	1627.0	767.0	1783.0	2285.0
hsa-miR-329-5p	27.0	0.0	16.0	6.0	4.0	0.0	6.0	8.0	7.0	8.0	0.0	7.0	8.0	5.0	41.0	5.0	32.0	34.0	11.0	15.0	23.0	6.0	7.0	20.0	28.0	7.0	29.0	52.0
hsa-miR-330-3p	1315.0	2169.0	902.0	1789.0	1768.0	638.0	1265.0	717.0	1080.0	719.0	1126.0	1169.0	1455.0	784.0	1706.0	1967.0	1269.0	1866.0	1972.0	626.0	1211.0	554.0	1016.0	1646.0	918.0	422.0	660.0	1173.0
hsa-miR-330-5p	2905.0	3581.0	2053.0	2692.0	2864.0	1408.0	2205.0	458.0	2438.0	1611.0	2028.0	1924.0	2071.0	1667.0	3782.0	3152.0	3140.0	3156.0	3785.0	1540.0	2426.0	1313.0	2535.0	4430.0	2902.0	1185.0	1537.0	2992.0
hsa-miR-331-3p	3518.0	1211.0	1956.0	2848.0	1547.0	1278.0	1891.0	389.0	2137.0	2301.0	2966.0	2758.0	1997.0	1267.0	6387.0	1741.0	3198.0	3970.0	2310.0	1665.0	2531.0	1864.0	1271.0	2550.0	2899.0	1280.0	2477.0	2758.0
hsa-miR-331-5p	111.0	42.0	60.0	68.0	51.0	33.0	60.0	14.0	51.0	34.0	63.0	87.0	59.0	55.0	204.0	62.0	126.0	145.0	100.0	57.0	100.0	55.0	53.0	88.0	110.0	46.0	106.0	128.0
hsa-miR-335-3p	1691.0	377.0	1199.0	968.0	557.0	593.0	990.0	256.0	1045.0	1025.0	1045.0	1060.0	1023.0	901.0	3112.0	612.0	2230.0	2282.0	1714.0	1009.0	2021.0	868.0	426.0	1519.0	2428.0	1073.0	1767.0	2849.0
hsa-miR-335-5p	4611.0	859.0	3371.0	3400.0	1504.0	1662.0	2117.0	1418.0	2846.0	2957.0	2878.0	2457.0	2231.0	2038.0	10813.0	1869.0	6942.0	7451.0	3572.0	3618.0	5632.0	2565.0	1148.0	3820.0	6749.0	3043.0	5339.0	6207.0
hsa-miR-337-3p	183.0	14.0	71.0	112.0	42.0	34.0	95.0	16.0	81.0	62.0	62.0	76.0	77.0	60.0	282.0	31.0	119.0	213.0	60.0	92.0	176.0	56.0	32.0	88.0	135.0	44.0	177.0	199.0
hsa-miR-337-5p	73.0	9.0	43.0	61.0	6.0	31.0	55.0	4.0	35.0	20.0	22.0	18.0	36.0	21.0	85.0	5.0	56.0	70.0	21.0	44.0	57.0	32.0	22.0	25.0	52.0	37.0	56.0	84.0
hsa-miR-338-3p	41045.0	151684.0	30941.0	53733.0	101791.0	28632.0	48298.0	23633.0	29907.0	18917.0	33952.0	49167.0	62967.0	42707.0	69253.0	154192.0	51486.0	82450.0	169198.0	38341.0	77970.0	24518.0	69523.0	138830.0	35951.0	20660.0	24501.0	56708.0
hsa-miR-338-5p	2669.0	6251.0	1750.0	4730.0	6391.0	2361.0	3939.0	2406.0	1676.0	1082.0	3316.0	3522.0	6333.0	3336.0	4837.0	8421.0	2988.0	6220.0	10133.0	3508.0	5048.0	1757.0	6006.0	8660.0	2396.0	1559.0	3184.0	4580.0
hsa-miR-339-3p	2768.0	733.0	1566.0	1778.0	1054.0	747.0	1592.0	287.0	1926.0	1586.0	1543.0	1684.0	1372.0	1117.0	3532.0	674.0	2122.0	1711.0	1148.0	753.0	1398.0	1000.0	656.0	1665.0	2041.0	700.0	1591.0	2340.0
hsa-miR-339-5p	161.0	197.0	121.0	163.0	224.0	84.0	140.0	80.0	100.0	64.0	151.0	143.0	146.0	99.0	194.0	198.0	183.0	186.0	225.0	77.0	145.0	53.0	126.0	128.0	111.0	49.0	95.0	121.0
hsa-miR-33a-3p	84.0	80.0	54.0	91.0	91.0	43.0	119.0	14.0	53.0	54.0	93.0	94.0	62.0	67.0	150.0	95.0	132.0	110.0	111.0	73.0	120.0	51.0	57.0	124.0	102.0	47.0	75.0	151.0
hsa-miR-33a-5p	622.0	686.0	448.0	407.0	922.0	518.0	729.0	116.0	580.0	321.0	851.0	690.0	292.0	703.0	844.0	628.0	682.0	405.0	764.0	512.0	603.0	272.0	478.0	770.0	600.0	280.0	247.0	682.0
hsa-miR-33b-3p	2.0	4.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0
hsa-miR-33b-5p	1226.0	5312.0	1196.0	1339.0	4575.0	1549.0	1938.0	139.0	1476.0	649.0	1729.0	2265.0	1624.0	1526.0	1213.0	3098.0	1575.0	1245.0	3456.0	1177.0	1169.0	604.0	1484.0	3210.0	710.0	446.0	422.0	1514.0
hsa-miR-340-3p	947.0	1016.0	583.0	662.0	712.0	371.0	627.0	267.0	923.0	394.0	493.0	637.0	706.0	428.0	1651.0	1105.0	945.0	1151.0	1073.0	472.0	1023.0	378.0	768.0	1139.0	1085.0	417.0	766.0	1211.0
hsa-miR-340-5p	27436.0	25176.0	15266.0	15370.0	27027.0	11269.0	23242.0	7199.0	18477.0	12950.0	14911.0	25248.0	15364.0	13858.0	37176.0	39450.0	26693.0	27527.0	58727.0	16884.0	30315.0	18386.0	28164.0	60438.0	29952.0	9398.0	20415.0	49117.0
hsa-miR-342-3p	4438.0	3158.0	5342.0	6322.0	3914.0	2984.0	4995.0	2821.0	2855.0	3019.0	5041.0	4363.0	4444.0	3535.0	10693.0	3873.0	11260.0	9535.0	6894.0	5085.0	6327.0	3327.0	2896.0	4967.0	5544.0	3415.0	6911.0	6051.0
hsa-miR-342-5p	111.0	42.0	59.0	166.0	88.0	74.0	108.0	49.0	144.0	99.0	126.0	98.0	100.0	79.0	224.0	73.0	111.0	184.0	128.0	73.0	123.0	53.0	52.0	106.0	191.0	45.0	101.0	164.0
hsa-miR-345-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
hsa-miR-345-5p	2113.0	1572.0	1255.0	1383.0	1162.0	629.0	829.0	1142.0	1458.0	834.0	843.0	959.0	1240.0	990.0	2387.0	1426.0	1623.0	1561.0	1472.0	607.0	860.0	429.0	1366.0	1765.0	1503.0	437.0	663.0	1105.0
hsa-miR-346	518.0	252.0	225.0	689.0	443.0	228.0	429.0	36.0	468.0	293.0	433.0	445.0	388.0	203.0	748.0	291.0	298.0	626.0	412.0	212.0	380.0	162.0	195.0	349.0	440.0	139.0	362.0	313.0
hsa-miR-34a-3p	3.0	7.0	10.0	10.0	18.0	8.0	13.0	4.0	4.0	8.0	9.0	8.0	11.0	8.0	16.0	16.0	15.0	7.0	27.0	8.0	8.0	3.0	24.0	16.0	28.0	5.0	4.0	18.0
hsa-miR-34a-5p	1674.0	625.0	1016.0	932.0	922.0	787.0	937.0	380.0	1066.0	818.0	621.0	781.0	894.0	1380.0	2540.0	595.0	1717.0	1212.0	1385.0	817.0	1030.0	584.0	1157.0	1319.0	2029.0	552.0	915.0	1662.0
hsa-miR-34b-3p	23.0	143.0	29.0	52.0	106.0	469.0	57.0	99.0	26.0	17.0	40.0	33.0	72.0	246.0	42.0	200.0	56.0	72.0	182.0	649.0	81.0	32.0	936.0	96.0	46.0	26.0	52.0	266.0
hsa-miR-34b-5p	159.0	509.0	126.0	190.0	444.0	4343.0	248.0	587.0	182.0	64.0	108.0	130.0	223.0	1957.0	242.0	744.0	262.0	302.0	667.0	5140.0	293.0	149.0	5702.0	399.0	295.0	174.0	250.0	1786.0
hsa-miR-34c-3p	36.0	355.0	44.0	136.0	234.0	746.0	121.0	103.0	110.0	14.0	62.0	75.0	123.0	384.0	63.0	335.0	78.0	156.0	270.0	612.0	77.0	50.0	1139.0	127.0	77.0	43.0	50.0	217.0
hsa-miR-34c-5p	900.0	5039.0	1005.0	1502.0	3084.0	35646.0	1650.0	4791.0	1471.0	338.0	702.0	783.0	1591.0	16921.0	1215.0	4690.0	1636.0	2014.0	4063.0	34502.0	1546.0	712.0	56892.0	3040.0	1924.0	992.0	1289.0	13137.0
hsa-miR-3605-3p	120.0	58.0	53.0	66.0	81.0	15.0	46.0	37.0	115.0	37.0	42.0	42.0	54.0	38.0	114.0	67.0	61.0	62.0	50.0	25.0	30.0	19.0	47.0	81.0	52.0	9.0	32.0	51.0
hsa-miR-3605-5p	34.0	12.0	20.0	26.0	18.0	10.0	19.0	23.0	41.0	10.0	17.0	19.0	30.0	29.0	61.0	18.0	26.0	36.0	33.0	26.0	21.0	16.0	24.0	39.0	18.0	6.0	17.0	35.0
hsa-miR-3607-3p	650.0	134.0	307.0	547.0	316.0	315.0	517.0	2.0	544.0	406.0	400.0	390.0	231.0	281.0	905.0	267.0	680.0	630.0	451.0	353.0	522.0	298.0	259.0	599.0	798.0	243.0	547.0	695.0
hsa-miR-3607-5p	0.0	0.0	0.0	0.0	4.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	3.0	4.0	2.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	6.0
hsa-miR-3609	3.0	4.0	2.0	6.0	5.0	4.0	5.0	0.0	4.0	2.0	4.0	3.0	4.0	0.0	3.0	2.0	2.0	2.0	6.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0
hsa-miR-361-3p	2106.0	1110.0	1195.0	1595.0	973.0	599.0	940.0	567.0	1336.0	876.0	991.0	1083.0	1215.0	686.0	2860.0	1300.0	2034.0	2346.0	1884.0	781.0	1465.0	759.0	1085.0	1991.0	1809.0	806.0	1536.0	1776.0
